index, id, data, bedrooms, bathrooms, sqft_living, sqft_lot, floors, waterfront, view, condition, grade, sqft_above, sqft_basement, yr_built, yr_renovated, zip_code, lat, lon, sqft_living15, sqft_lot15, price
16195,1236300307,9/5/14,3,2.25,1700,8800,1.0,0,0,5,7,850,850,1969,0,98033,47.6863,-122.189,2180,8960,565000
14402,3577300040,4/30/15,3,2.5,1830,8133,1.0,0,0,3,8,1390,440,1996,0,98028,47.7478,-122.247,2310,11522,510000
8978,6431000015,5/30/14,4,2.5,2310,3570,1.5,0,0,3,7,1490,820,1927,2014,98103,47.6889,-122.347,1580,3060,700000
15067,7857003318,8/16/14,3,1.0,1330,5850,1.0,0,0,3,7,930,400,1954,0,98108,47.5498,-122.298,1440,5850,320000
9291,579002870,5/6/14,4,2.0,2060,5000,1.0,0,0,3,7,1030,1030,1949,2013,98117,47.6992,-122.379,1280,5000,612500
10538,6841700070,3/17/15,2,1.0,1270,4500,1.5,0,0,4,7,1270,0,1919,0,98122,47.6059,-122.295,2140,4550,510000
17501,2592210290,10/10/14,4,2.5,2650,12001,2.0,0,0,4,9,2650,0,1984,0,98006,47.5496,-122.14,2880,14054,870000
5372,2781200010,10/10/14,4,2.5,3010,9155,2.0,0,0,3,9,3010,0,2005,0,98038,47.3542,-122.027,3010,5762,419000
1879,2402100575,6/13/14,6,3.75,3010,4360,2.0,0,0,3,9,2000,1010,2014,0,98103,47.6873,-122.333,1600,5160,1130000
1613,7960100260,7/1/14,3,2.0,1270,3600,1.0,0,0,3,7,1270,0,1963,0,98122,47.6099,-122.297,1660,3600,349500
5829,7955060010,6/13/14,4,2.25,2010,7575,1.0,0,0,3,7,1220,790,1974,0,98034,47.7328,-122.2,1820,7831,440000
19851,7518506715,5/6/14,3,2.5,2690,4047,3.0,0,0,3,10,2690,0,2014,0,98117,47.6797,-122.385,2040,5000,979000
20036,8648900110,5/5/14,3,2.5,1940,3211,2.0,0,0,3,8,1940,0,2009,0,98027,47.5644,-122.093,1880,3078,555000
17923,1235100371,7/17/14,5,2.75,3550,9600,2.0,0,0,3,7,3550,0,1960,0,98033,47.6766,-122.186,3370,9600,580000
2015,629600030,7/14/14,4,2.5,2510,35020,1.0,0,0,4,8,1610,900,1977,0,98075,47.5834,-122.003,2080,34398,630000
14171,1333300145,3/4/15,3,4.0,4200,30120,2.0,0,2,4,11,3600,600,1933,0,98112,47.6379,-122.311,2760,12200,2230000
20631,8956200960,1/20/15,4,2.5,3056,11385,2.0,0,0,3,9,3056,0,2014,0,98001,47.2905,-122.264,2849,8607,524225
13789,1939120540,7/22/14,3,2.5,2390,8315,2.0,0,0,4,9,2390,0,1990,0,98074,47.6271,-122.028,2370,7816,640000
5756,3904920980,9/9/14,4,2.5,2740,9959,2.0,0,0,3,9,2740,0,1989,0,98029,47.5672,-122.011,2630,9905,648000
603,3904901710,2/24/15,3,2.25,1450,4789,2.0,0,0,3,7,1450,0,1985,0,98029,47.5665,-122.018,1560,4490,435500
5329,7697800170,4/28/15,3,1.75,1800,9314,2.0,0,0,3,8,1800,0,1979,0,98011,47.7762,-122.198,2100,9658,270000
9753,4137040060,4/6/15,3,2.5,1450,8977,1.0,0,0,3,8,1450,0,1990,0,98092,47.2576,-122.214,2410,8850,265500
17849,952003575,5/27/14,3,1.0,1150,4945,1.0,0,2,3,7,1150,0,1943,0,98126,47.5663,-122.379,1390,4945,480000
17979,6414100026,1/8/15,2,1.0,1802,11225,1.0,0,0,3,7,1802,0,1961,0,98125,47.7205,-122.323,1810,7332,320000
7012,1423800080,5/12/14,3,1.0,990,8012,1.0,0,0,4,7,990,0,1966,0,98058,47.4557,-122.181,1260,9060,225000
10824,6844700510,12/3/14,4,2.5,2672,4297,2.0,0,0,3,8,2020,652,2005,0,98115,47.6955,-122.289,1720,6120,700000
243,9468200125,8/26/14,2,1.0,1030,3060,1.0,0,2,4,7,790,240,1918,0,98103,47.6779,-122.353,1390,3060,480000
17464,323089005,3/26/15,2,1.0,1120,45302,1.0,0,2,4,5,1120,0,1932,0,98045,47.5105,-121.77,2150,101930,240000
12299,7283900521,4/20/15,3,1.75,1500,10269,1.0,0,0,3,7,1030,470,1958,0,98133,47.7672,-122.348,2090,10269,352500
8298,1795900120,10/29/14,3,2.5,2250,9235,2.0,0,0,3,8,2250,0,1985,0,98052,47.7268,-122.105,2290,8187,549000
6802,6679000130,2/9/15,3,2.5,1560,4244,2.0,0,0,3,7,1560,0,2002,0,98038,47.3834,-122.027,1670,4251,275000
10829,1526059051,8/28/14,2,2.0,1600,64468,1.0,0,0,3,7,1600,0,1950,0,98072,47.7344,-122.143,1950,64468,995000
12540,3782100145,5/12/14,3,1.0,1080,8100,1.0,0,0,4,7,1080,0,1955,0,98155,47.777,-122.307,1080,8100,339000
20353,6430500182,4/3/15,4,3.0,3330,7650,1.0,0,0,3,9,1830,1500,2008,0,98103,47.6889,-122.352,1200,3876,1210000
20724,7967000200,11/21/14,3,2.5,1930,4000,2.0,0,0,3,8,1930,0,2014,0,98001,47.3518,-122.275,2050,4000,345500
11220,2655500241,8/14/14,3,3.25,4160,35153,3.0,0,2,3,12,3690,470,2001,0,98040,47.5749,-122.214,3290,11533,1700000
4830,7941500170,12/2/14,3,1.0,970,7790,1.0,0,0,3,6,970,0,1967,0,98003,47.3165,-122.325,1150,8160,219000
14349,8126300610,4/1/15,3,1.75,2080,12714,2.0,0,0,4,8,1540,540,1984,0,98052,47.7056,-122.162,2080,12107,436800
5344,7883603190,7/22/14,3,1.0,1320,5750,1.5,0,0,3,7,1320,0,1913,0,98108,47.5288,-122.325,1010,5700,279000
5202,5452302195,12/30/14,3,2.5,1460,8800,1.0,0,0,4,7,1460,0,1956,0,98040,47.5895,-122.232,2200,8800,685000
15846,7789000235,4/9/15,3,1.0,950,8400,1.0,0,0,3,7,950,0,1958,0,98056,47.5104,-122.166,1250,8400,286000
20572,3448740160,6/11/14,4,2.5,2550,4500,2.0,0,0,3,7,2550,0,2009,0,98059,47.4916,-122.153,2340,4526,415000
17579,3720800115,3/31/15,3,1.75,2340,5500,2.0,0,2,3,9,2340,0,1988,0,98102,47.6451,-122.319,2830,5500,982218
15440,7201800280,7/15/14,3,1.75,1320,6030,1.0,0,0,4,7,1320,0,1969,0,98052,47.6993,-122.13,1840,6565,409950
1186,9558020890,3/24/15,3,2.5,1620,2930,2.0,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943,334950
3960,8815400735,5/29/14,3,2.25,2330,4000,1.5,0,2,5,7,1520,810,1927,0,98115,47.6732,-122.29,1870,4000,680000
3873,4364700600,12/16/14,3,1.0,1010,7920,1.0,0,0,3,6,1010,0,1925,0,98126,47.5249,-122.37,1520,7560,216000
179,3830630310,7/25/14,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,260000
18310,1796370590,3/5/15,3,2.0,1490,7599,1.0,0,0,3,7,1490,0,1990,0,98042,47.3687,-122.088,1560,7710,255000
18009,1939130120,7/18/14,4,2.5,3100,8529,2.0,0,0,3,9,3100,0,1990,0,98074,47.6252,-122.029,2710,8344,735000
13155,9297300395,5/27/14,3,1.0,1270,4000,1.5,0,2,3,7,1270,0,1928,0,98126,47.5695,-122.376,1560,4000,435000
10370,579002220,8/27/14,3,2.5,2550,6240,1.0,0,3,5,8,1750,800,1957,0,98117,47.6992,-122.387,2180,5200,808000
4793,6679000170,4/14/15,3,2.5,1670,4220,2.0,0,0,3,7,1670,0,2002,0,98038,47.3834,-122.028,1670,4238,310000
7436,7503000050,8/7/14,3,2.5,1690,10113,1.0,0,0,3,7,1310,380,1991,0,98028,47.7381,-122.223,1690,10113,390000
15308,2922701305,4/2/15,2,1.75,1520,4220,1.0,0,0,4,7,840,680,1910,0,98117,47.6876,-122.366,1120,5700,470000
5958,9406540190,11/10/14,4,2.5,1780,6000,2.0,0,0,3,9,1780,0,2000,0,98038,47.3774,-122.027,2650,6000,315000
1800,3303980520,4/23/15,4,3.25,4130,11444,2.0,0,0,3,11,4130,0,2001,0,98059,47.5208,-122.15,3720,11431,1140000
15011,1323089056,11/10/14,2,1.75,1620,113862,1.5,0,0,3,7,1620,0,1995,0,98045,47.4821,-121.719,1560,54806,439000
9449,721049096,5/27/14,5,4.5,4850,40902,2.0,0,0,3,10,4850,0,2001,0,98023,47.3181,-122.344,1640,13503,569950
20775,9828702339,4/20/15,2,2.0,1460,1085,2.0,0,0,3,8,950,510,2014,0,98112,47.6205,-122.299,1580,1202,699999
6038,4045100190,10/27/14,4,3.25,4250,18000,2.0,0,3,5,10,3350,900,1980,0,98040,47.5612,-122.229,3790,14537,2200000
6502,9412710440,4/22/15,4,2.75,2030,8600,1.0,0,0,4,7,1230,800,1977,0,98042,47.3942,-122.16,1810,8600,305000
8221,438000015,9/16/14,4,1.75,2350,5946,1.0,0,2,3,8,1350,1000,1957,0,98115,47.6879,-122.298,2060,6000,555000
20830,1523059239,4/23/15,5,3.5,2780,3583,2.0,0,0,3,8,2180,600,2005,0,98059,47.4879,-122.152,2640,3850,475000
2801,1796350570,5/21/14,3,1.75,1380,7350,1.0,0,0,3,7,990,390,1981,0,98042,47.369,-122.093,1660,8400,195000
16557,3039000010,9/9/14,3,1.75,1140,8558,1.0,0,0,4,7,1140,0,1982,0,98033,47.7027,-122.198,1490,10530,420000
12801,3298700156,6/10/14,3,2.5,1780,6771,1.0,0,0,3,7,1230,550,1990,0,98106,47.5237,-122.353,1780,6771,310000
2922,5103300090,8/1/14,5,2.5,3340,24755,2.0,0,0,3,10,3340,0,2002,0,98038,47.4565,-122.066,3420,23274,699000
19167,3904930530,4/14/15,3,2.0,1440,5469,1.0,0,0,3,8,1440,0,1988,0,98029,47.5753,-122.017,1980,6198,350000
7741,4058200985,9/11/14,3,1.75,2180,7200,1.0,0,3,4,8,1090,1090,1954,0,98178,47.5044,-122.235,2180,7140,472000
11248,5459000240,6/4/14,3,1.75,1670,9600,1.0,0,0,5,8,1670,0,1961,0,98040,47.5754,-122.233,1900,9600,785000
8469,4141000490,10/21/14,4,2.5,3180,13118,2.0,0,0,4,11,3180,0,1986,0,98040,47.5382,-122.23,3070,12861,1200000
19988,148000475,5/28/14,4,3.25,4700,9160,1.0,0,4,3,11,2520,2180,2005,0,98116,47.5744,-122.406,2240,8700,1400000
1245,8682281170,11/13/14,2,1.75,1510,6852,1.0,0,0,3,8,1510,0,2005,0,98053,47.7073,-122.012,1510,5912,449000
18405,6141100395,2/4/15,2,1.0,870,6552,1.0,0,0,3,6,870,0,1947,0,98133,47.7188,-122.353,1500,6678,240000
4537,3124089086,10/2/14,4,1.0,1730,177657,1.5,0,0,3,5,1730,0,1948,0,98065,47.5163,-121.829,1400,45175,300000
4053,1839910300,1/6/15,3,1.0,1030,9916,1.0,0,0,4,7,1030,0,1972,0,98034,47.7218,-122.176,1470,9044,299950
5931,2140700190,4/10/15,4,2.5,1850,9248,2.0,0,0,3,8,1850,0,1997,0,98028,47.735,-122.244,2080,8711,515000
3239,7334501250,9/9/14,3,2.5,1870,9825,1.0,0,0,4,7,1250,620,1994,0,98045,47.4639,-121.744,1380,11475,325000
108,3134100116,8/27/14,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,470000
16164,4059400585,6/24/14,3,1.0,880,18205,1.0,0,0,4,6,880,0,1945,0,98178,47.5013,-122.244,1110,16115,218000
14943,7525570020,4/21/15,4,2.5,2590,9341,2.0,0,0,3,8,2590,0,1985,0,98052,47.6496,-122.114,2280,9510,790100
18748,5569620410,9/9/14,3,3.0,2630,4972,2.0,0,0,3,9,2630,0,2006,0,98052,47.693,-122.133,2880,4972,731781
15455,2968800010,9/4/14,3,1.5,1950,7620,1.0,0,0,4,7,1010,940,1956,0,98166,47.4594,-122.346,1850,7620,275000
11319,3879901290,4/1/15,3,2.5,1350,941,3.0,0,0,3,9,1350,0,2007,0,98119,47.6265,-122.364,1640,1369,874000
18272,1524079188,7/29/14,4,5.25,5240,320917,2.0,0,2,3,10,5240,0,2006,0,98024,47.5605,-121.905,1930,68824,1860000
5844,326069026,1/21/15,4,3.0,3810,217800,2.0,0,0,3,9,3810,0,2003,0,98077,47.7696,-122.021,2580,217364,900000
3534,3541600405,1/27/15,5,2.5,2140,15950,1.0,0,2,4,8,1370,770,1968,0,98166,47.4797,-122.358,2600,14273,621500
4394,524069019,11/20/14,4,3.25,4400,262666,2.0,0,0,3,11,4400,0,1988,0,98075,47.5927,-122.064,3240,9791,1150000
5873,2525049148,10/7/14,5,5.0,5450,20412,2.0,0,0,3,11,5450,0,2014,0,98039,47.6209,-122.237,3160,17825,3420000
11330,8113101070,4/23/15,4,1.75,2180,4066,1.5,0,0,3,6,1270,910,1911,0,98118,47.5487,-122.277,1400,1343,334900
19925,8944550100,7/23/14,4,2.5,2090,4400,2.0,0,0,3,8,2090,0,2011,0,98118,47.5403,-122.286,2090,3430,455000
16468,686530020,6/9/14,4,2.0,2030,9300,1.0,0,0,4,8,2030,0,1976,0,98052,47.6658,-122.149,1800,9018,627000
15869,4137040250,10/21/14,4,2.5,2150,7944,2.0,0,0,3,8,2150,0,1990,0,98092,47.259,-122.215,2170,8319,300499
17750,4025300210,2/17/15,2,1.0,1560,10125,1.0,0,0,4,7,1130,430,1954,0,98155,47.7488,-122.304,1680,10125,410000
4348,9485750110,9/18/14,3,1.75,1680,6108,1.0,0,0,3,8,1680,0,1989,0,98055,47.4501,-122.208,2220,5664,366000
3567,2423059067,12/19/14,3,2.75,2070,54557,2.0,0,0,3,8,2070,0,1996,0,98058,47.4659,-122.116,2190,49658,770000
21119,9532000010,4/16/15,3,2.5,2000,3837,2.0,0,0,3,8,2000,0,2011,0,98072,47.7713,-122.167,2210,4075,515000
15613,686300420,6/23/14,4,2.5,3220,7875,1.5,0,0,4,8,3220,0,1966,0,98008,47.626,-122.12,1600,7875,590000
12560,7663700772,2/18/15,4,2.0,2020,8100,1.5,0,0,4,7,1160,860,1946,0,98125,47.7307,-122.297,1840,8680,370000
14972,9187200095,12/2/14,6,2.0,3080,5500,2.0,0,0,1,7,3080,0,1900,0,98122,47.6031,-122.296,1830,5000,432500
18157,6083000123,5/4/15,3,1.0,1140,10477,1.0,0,0,3,6,1140,0,1942,0,98168,47.4874,-122.306,1190,9750,158000
5150,3904910050,10/23/14,3,2.5,1440,4394,1.0,0,0,5,8,1440,0,1987,0,98029,47.5688,-122.019,1900,5893,515000
14563,2976800360,2/23/15,3,3.0,2400,7260,1.0,0,0,3,7,1440,960,1955,0,98178,47.5045,-122.251,1060,7200,335750
12259,3644100030,2/9/15,4,1.75,1500,1856,1.0,0,0,5,7,750,750,1901,0,98144,47.5917,-122.296,1220,1739,432500
12976,9510320150,12/2/14,4,2.5,2500,50595,2.0,0,0,3,9,2500,0,1997,0,98045,47.4736,-121.731,2765,33720,545000
13822,6788203060,10/10/14,3,2.75,2480,3240,1.5,0,0,3,9,1890,590,1929,0,98112,47.6399,-122.311,2160,3240,690000
19867,6791400070,1/26/15,3,2.5,2040,13590,2.0,0,0,3,8,2040,0,2009,0,98042,47.3122,-122.04,1850,12485,350000
12381,7686203385,3/26/15,3,1.0,980,8000,1.0,0,0,4,6,980,0,1954,0,98198,47.42,-122.317,1240,8000,204000
973,1703050200,8/6/14,4,2.5,2620,5450,2.0,0,0,3,9,2620,0,2001,0,98074,47.6301,-122.019,2590,5371,648000
12257,1842100160,7/31/14,5,2.0,2270,8652,1.0,0,0,3,7,1150,1120,1965,0,98052,47.6692,-122.151,1950,8050,513000
4299,9540100025,7/31/14,3,1.0,1410,8250,1.0,0,0,3,7,1410,0,1954,0,98177,47.7621,-122.36,1580,8250,325000
20480,1176001123,2/6/15,3,2.5,1510,1493,3.0,0,0,3,8,1510,0,2014,0,98107,47.669,-122.402,1530,1357,599950
3653,726049202,5/6/15,3,1.0,1020,10200,1.0,0,0,4,7,1020,0,1954,0,98133,47.7503,-122.348,1170,8188,335000
5872,4060000440,2/4/15,3,1.0,880,6050,1.0,0,0,3,6,880,0,1945,0,98178,47.4995,-122.248,1130,6050,241000
4838,1312200080,5/28/14,3,1.5,1560,7300,1.0,0,0,4,7,1040,520,1964,0,98001,47.3427,-122.281,1460,7910,224000
7598,3885801970,8/12/14,2,0.75,1260,4800,1.5,0,2,4,6,1080,180,1942,0,98033,47.6843,-122.212,2660,7200,785000
7377,5039300305,11/7/14,3,2.5,1990,3478,2.0,0,0,3,10,1520,470,1990,0,98199,47.6361,-122.399,1710,6157,450000
3036,5452301785,2/18/15,4,4.25,4070,13860,2.0,0,3,3,10,4070,0,2004,0,98040,47.59,-122.229,3430,9240,2300000
14791,4370700065,5/4/15,3,2.25,2850,6281,2.0,0,2,4,7,1900,950,1947,0,98115,47.6911,-122.326,1680,7006,907500
3088,251620110,7/2/14,4,2.5,4080,18362,2.0,0,2,4,11,4080,0,1983,0,98004,47.6344,-122.214,4080,19991,2290000
19336,1523059103,9/26/14,4,2.5,2570,22215,2.0,0,0,5,7,2570,0,1958,0,98059,47.4833,-122.157,2460,6533,390000
7195,2927600630,4/16/15,4,3.5,2780,9550,2.0,0,4,5,10,2530,250,1978,0,98166,47.454,-122.373,2724,10634,995000
9267,8129700644,7/3/14,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,1997,0,98103,47.6598,-122.355,2080,2250,715000
12614,1330900230,4/16/15,4,2.5,2330,31705,2.0,0,0,4,8,2330,0,1980,0,98052,47.6471,-122.03,2460,36600,630000
7464,8649900480,5/27/14,4,2.5,2740,12899,2.0,0,0,4,10,2740,0,1990,0,98075,47.5811,-122.028,2830,9453,725000
2825,148000705,3/5/15,4,3.5,3070,4440,2.0,0,0,3,9,2030,1040,1922,2007,98116,47.5732,-122.411,1780,4800,900000
13458,1025049115,6/25/14,3,2.25,1270,1406,2.0,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,594000
6330,2201500185,8/8/14,3,1.0,1030,10480,1.0,0,0,4,7,1030,0,1954,0,98006,47.5742,-122.139,1480,12200,397500
10,9212900260,5/27/14,2,1.0,1160,6000,1.0,0,0,4,7,860,300,1942,0,98115,47.69,-122.292,1330,6000,468000
10839,3575302397,11/13/14,3,2.5,1910,11550,1.5,0,0,3,8,1910,0,2003,0,98074,47.6213,-122.064,2230,11550,580000
5868,2824600290,4/3/15,3,1.75,2100,5058,1.0,0,2,3,7,1340,760,1941,0,98126,47.5743,-122.378,1640,5000,605000
8855,6147650300,10/16/14,3,2.25,2100,14027,2.0,0,0,3,8,2100,0,1979,0,98042,47.3833,-122.1,2730,5999,270000
1426,4299000030,9/23/14,4,2.5,2900,4762,2.0,0,0,3,8,2900,0,2005,0,98042,47.3663,-122.129,2900,5173,354000
19453,1431700210,7/2/14,3,1.0,1580,7424,1.0,0,0,3,7,1010,570,1962,0,98058,47.4607,-122.171,1710,7772,305000
11457,8682292190,12/15/14,2,2.75,2700,9854,1.0,0,0,3,9,2700,0,2012,0,98053,47.7187,-122.024,1440,4168,850000
19577,1321059013,3/19/15,4,2.5,3750,218506,2.0,0,0,3,10,3750,0,1991,0,98092,47.3045,-122.103,2540,39413,725000
19352,1972200325,9/19/14,2,2.25,1260,1312,3.0,0,0,3,8,1260,0,2007,0,98103,47.6538,-122.356,1300,1312,530000
4814,8820902905,8/22/14,3,1.5,1240,7733,1.0,0,0,3,6,790,450,1941,0,98125,47.714,-122.283,1130,7733,375000
16125,3578400670,9/24/14,3,2.0,1010,21340,1.0,0,0,3,8,1010,0,1980,0,98074,47.6223,-122.043,1700,13045,354000
17380,9414700020,4/22/15,4,3.0,2483,5701,2.0,0,0,3,8,2483,0,2005,0,98030,47.3623,-122.199,2075,5720,331000
16305,7418700050,5/28/14,3,1.0,1390,9624,1.5,0,0,4,7,1390,0,1954,0,98155,47.7758,-122.301,1440,9624,299000
10585,2459500070,12/22/14,3,2.25,1590,9425,1.0,0,0,3,7,1170,420,1985,0,98058,47.4291,-122.16,1590,9394,278000
2784,2526059046,4/29/15,4,2.5,1980,6568,2.0,0,0,3,8,1980,0,2004,0,98052,47.704,-122.101,2310,6496,638500
20642,255460240,4/23/15,3,2.5,2370,5321,2.0,0,0,3,8,2370,0,2014,0,98038,47.37,-122.019,2370,4357,398096
14184,4013800206,8/28/14,4,1.0,1220,11730,1.0,0,0,4,7,1220,0,1960,0,98001,47.3229,-122.283,1270,9520,199000
8515,2026059119,8/25/14,3,2.0,1430,9583,1.0,0,0,4,7,1430,0,1964,0,98034,47.7206,-122.197,1890,11100,453000
1344,8691410700,1/16/15,4,3.5,3100,5600,2.0,0,0,3,9,3100,0,2005,0,98075,47.5968,-121.978,3080,5600,735000
19918,9126100814,10/8/14,3,2.0,1560,1020,3.0,0,0,3,8,1560,0,2014,0,98122,47.605,-122.304,1560,1728,515000
372,7683900200,12/23/14,5,3.0,3450,9914,2.0,0,0,3,9,3450,0,2004,0,98023,47.2813,-122.345,2860,9721,380000
909,7526800200,10/10/14,4,2.25,2500,10062,1.0,0,0,3,8,1600,900,1975,0,98052,47.639,-122.1,2500,9750,615000
11798,2206500550,11/17/14,3,1.0,1040,9800,1.0,0,0,4,7,1040,0,1955,0,98006,47.5765,-122.155,1280,8880,375000
3399,8075400100,12/31/14,2,1.5,1556,20000,1.0,0,0,4,7,1556,0,1957,0,98032,47.3891,-122.282,2250,17286,221700
496,7806300030,9/17/14,3,2.75,3080,19635,1.0,0,2,4,7,1610,1470,1958,0,98032,47.3841,-122.284,2424,12410,299000
17106,5096300130,7/14/14,3,2.0,1520,3451,1.0,0,0,3,8,1520,0,1996,0,98177,47.7753,-122.375,1800,3451,413000
15764,6624010010,5/6/15,4,1.5,1300,7200,1.0,0,0,4,7,1300,0,1970,0,98031,47.4179,-122.181,1420,7200,259500
17959,8072000035,3/26/15,3,1.0,1200,10703,1.5,0,0,2,7,1200,0,1918,0,98118,47.5209,-122.28,1380,8068,200000
11662,3971702325,11/3/14,3,2.5,1470,9337,2.0,0,0,3,7,1470,0,1991,0,98155,47.7651,-122.323,1360,8684,244000
5302,1862000010,8/28/14,4,2.5,3400,35062,2.0,0,0,4,11,3400,0,1988,0,98052,47.7168,-122.113,2880,9705,915000
12121,2767604170,4/6/15,3,3.0,1850,5000,1.5,0,0,2,6,1850,0,1900,0,98107,47.6711,-122.386,1360,2500,975000
11415,6140600049,5/6/15,2,2.0,1230,4800,2.0,0,0,3,7,1230,0,1952,2004,98133,47.7145,-122.35,1560,7200,464000
1244,9103000393,9/10/14,5,4.5,3732,4426,2.5,0,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,1230000
4365,3574801500,9/26/14,4,2.5,3000,8645,2.0,0,0,3,8,3000,0,1985,0,98034,47.7315,-122.224,1930,8866,490000
18012,3300701185,9/25/14,2,1.0,1510,4000,1.0,0,0,3,6,930,580,1924,0,98117,47.6917,-122.38,1300,4000,500000
1195,3996900160,7/8/14,2,1.0,770,8149,1.0,0,0,3,6,770,0,1948,0,98155,47.7458,-122.298,1160,8149,277000
2990,1370804446,2/10/15,4,1.75,1490,4485,1.0,0,0,3,8,1350,140,1960,0,98199,47.6388,-122.399,1380,4846,604000
4953,868001402,3/5/15,4,3.5,3180,12528,2.0,0,1,4,9,2060,1120,1979,0,98177,47.7058,-122.379,2850,11410,1000000
1423,3751604974,12/4/14,2,1.5,1320,73600,1.0,0,0,3,7,1320,0,1993,0,98001,47.2755,-122.271,1320,33600,350000
12824,3296000040,9/23/14,3,2.5,1990,15985,1.0,0,0,3,8,1540,450,1964,0,98007,47.6205,-122.141,2470,10125,542000
256,5127001620,2/11/15,3,1.75,1580,11455,1.0,0,0,4,7,1200,380,1974,0,98059,47.4756,-122.147,1550,10650,315000
8205,2144800615,6/25/14,1,0.75,930,29258,1.0,0,0,3,6,930,0,1941,0,98178,47.4837,-122.236,2000,18321,190000
20427,4305600360,2/25/15,4,2.5,2400,9612,1.0,0,0,3,8,1230,1170,1962,2009,98059,47.4799,-122.127,2430,5539,500012
8480,421000555,5/20/14,3,1.0,1050,5000,1.0,0,0,4,6,1050,0,1967,0,98056,47.4923,-122.165,1050,5200,200000
6287,1721059230,3/4/15,3,1.75,1470,13068,1.0,0,0,4,7,1470,0,1975,0,98092,47.3096,-122.197,2090,16988,265953
13754,6699300330,5/13/15,5,2.5,2840,6010,2.0,0,0,3,8,2840,0,2003,0,98001,47.3161,-122.27,2740,5509,372000
16533,3222079136,8/18/14,3,1.75,1200,55321,1.5,0,0,5,7,1200,0,1977,0,98010,47.3492,-121.935,1910,54450,213000
16366,6329000050,3/10/15,1,1.0,1000,9084,1.0,1,3,3,7,1000,0,1950,0,98146,47.5007,-122.382,1090,6536,641500
19826,7853321180,12/22/14,5,2.5,2550,6405,2.0,0,0,3,7,2550,0,2008,0,98065,47.5191,-121.869,2190,5900,465000
21387,2325400040,9/22/14,3,2.25,1900,3800,2.0,0,0,3,7,1900,0,2006,0,98059,47.4866,-122.16,1950,3800,353000
13744,3220200040,6/16/14,3,3.25,2940,5432,3.0,0,3,4,10,2440,500,1978,0,98109,47.6299,-122.354,4400,5500,1710000
19771,8155870200,5/22/14,4,2.5,2052,3723,2.0,0,0,3,8,2052,0,2014,0,98003,47.2824,-122.295,2052,5250,349900
1232,6117501820,4/28/15,2,1.0,790,11234,1.0,0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,435000
17361,4154305575,9/3/14,3,2.5,2230,7200,3.0,0,3,3,9,2230,0,1996,0,98118,47.558,-122.265,2230,7200,836500
12912,3293700482,1/14/15,3,2.25,1780,9315,2.0,0,0,3,7,1780,0,1996,0,98133,47.7484,-122.353,1780,8545,509000
10867,4240400140,8/20/14,4,1.75,1440,4300,1.5,0,0,4,8,1290,150,1929,0,98117,47.6846,-122.372,1640,5000,656000
7522,7228501745,2/19/15,4,2.0,1220,7489,2.0,0,0,3,7,1220,0,1903,0,98122,47.6133,-122.306,1220,3750,935000
9304,4389200610,12/1/14,2,1.5,1140,7800,1.0,0,0,4,6,1140,0,1947,0,98004,47.6142,-122.209,2020,7800,903000
14993,9477001350,7/22/14,3,1.75,1300,7770,1.0,0,0,3,7,1300,0,1967,0,98034,47.7347,-122.192,1520,7600,360000
16084,2523069134,4/6/15,4,2.5,2480,91911,1.0,0,2,4,7,1470,1010,1973,0,98027,47.4579,-121.981,2540,91911,495000
7880,9195700040,9/26/14,3,2.0,1500,8086,1.0,0,0,3,7,1060,440,1981,0,98027,47.5584,-122.081,1550,8086,425000
19370,6870300090,6/4/14,3,2.5,1710,2300,2.0,0,0,3,8,1570,140,2005,0,98052,47.6743,-122.142,2120,2856,539000
5130,5014600440,2/23/15,5,2.75,2870,5349,2.0,0,0,3,9,2870,0,2005,0,98059,47.5405,-122.187,2800,5000,690700
5912,1896700080,1/5/15,4,3.0,3090,35074,2.0,0,0,3,9,3090,0,1978,0,98005,47.6359,-122.159,3120,35150,855000
8459,923049378,5/8/14,3,1.0,1490,8995,1.0,0,0,4,7,1490,0,1954,0,98168,47.4901,-122.303,1490,9000,207000
3923,7135520300,4/7/15,3,2.75,4120,16365,1.0,0,2,3,12,4120,0,1999,0,98059,47.5265,-122.148,4020,14110,1300000
6127,255550190,7/22/14,3,2.5,2100,3574,2.0,0,0,3,7,1690,410,2005,0,98019,47.7453,-121.984,1970,2962,350000
14275,5612100065,5/29/14,4,2.0,1670,12056,1.0,0,0,3,7,1670,0,1955,0,98028,47.7418,-122.244,1860,12056,400000
12637,809001520,11/5/14,4,3.25,3480,6000,3.0,0,0,3,8,3480,0,2014,0,98109,47.6353,-122.353,2200,4080,1850000
13027,9521101065,3/23/15,2,1.5,1220,5000,1.0,0,2,4,7,1220,0,1938,0,98103,47.6624,-122.348,2090,3850,580000
